-21.2035155900767,-12.8342626678013,3.26995846995913
-21.0732124138053,-13.035432985417,3.31620346862867
-21.0655701174538,-13.1232055265126,3.00386956034139
-20.9156607604725,-13.274945716555,3.36317575742745
-21.2228093283217,-12.9395079723162,2.67609746609996
-21.2201817677467,-12.949269954499,2.64958362564723
-20.8074317275299,-13.4215863066193,3.45134842027745
-21.1482295539243,-13.0356501224299,2.79717940434947
-20.9473579658107,-13.2284201513993,3.34919311928126
-21.2923133118355,-12.8207242282238,2.69563055600528
-21.0302959824739,-13.2785204037577,2.5313132513647
-20.8894501419686,-13.3440460120087,3.2507397305232
-20.95294712217,-13.404510989497,2.50860360120943
-21.0452522332256,-13.1091337973097,3.20124499595833
-20.9144295662942,-13.3473397469051,3.07167016413015
